OrderID,Date,Product,Quantity,UnitPrice,CustomerCity,Category,TotalSales,Month,MonthNo
1067,2025-09-17,Headphones,2,800,Cairo,Accessories,1600,Sep,9
1068,2025-11-06,Smartphone,3,400,Mansoura,Electronics,1200,Nov,11
1069,2025-07-10,Laptop,4,1200,Alexandria,Electronics,4800,Jul,7
1070,2025-08-06,Smartphone,4,150,Mansoura,Electronics,600,Aug,8
1071,2025-02-13,Laptop,2,250,Alexandria,Electronics,500,Feb,2
1072,2025-06-11,Laptop,4,150,Alexandria,Electronics,600,Jun,6
1073,2025-07-21,Headphones,4,400,Tanta,Accessories,1600,Jul,7
1074,2025-09-27,Laptop,2,250,Alexandria,Electronics,500,Sep,9
1075,2025-12-17,Smartphone,3,400,Tanta,Electronics,1200,Dec,12
1076,2025-10-31,Smartphone,4,1200,Tanta,Electronics,4800,Oct,10
1077,2025-09-28,Headphones,4,800,Tanta,Accessories,3200,Sep,9
1078,2025-08-03,Smartwatch,4,250,Cairo,Accessories,1000,Aug,8
1079,2025-09-09,Smartphone,1,1200,Cairo,Electronics,1200,Sep,9
1080,2025-07-09,Smartphone,2,1200,Alexandria,Electronics,2400,Jul,7
1081,2025-10-23,Smartwatch,1,250,Tanta,Accessories,250,Oct,10
1082,2025-08-01,Smartphone,2,400,Cairo,Electronics,800,Aug,8
1083,2025-07-27,Headphones,3,1200,Tanta,Accessories,3600,Jul,7
1084,2025-08-25,Smartwatch,3,150,Mansoura,Accessories,450,Aug,8
1085,2025-12-04,Smartphone,4,1200,Mansoura,Electronics,4800,Dec,12
1086,2025-02-22,Smartphone,2,400,Mansoura,Electronics,800,Feb,2
1087,2025-10-07,Tablet,3,400,Alexandria,Electronics,1200,Oct,10
1088,2025-08-05,Laptop,2,150,Tanta,Electronics,300,Aug,8
1089,2025-09-09,Laptop,3,1200,Mansoura,Electronics,3600,Sep,9
1090,2025-07-07,Headphones,1,400,Cairo,Accessories,400,Jul,7
1091,2025-02-10,Tablet,3,250,Mansoura,Electronics,750,Feb,2
1092,2025-06-06,Tablet,1,800,Mansoura,Electronics,800,Jun,6
1093,2025-01-15,Headphones,3,800,Mansoura,Accessories,2400,Jan,1
1094,2025-10-28,Laptop,4,800,Alexandria,Electronics,3200,Oct,10
1095,2025-03-06,Smartphone,1,1200,Cairo,Electronics,1200,Mar,3
1096,2025-12-11,Headphones,3,150,Tanta,Accessories,450,Dec,12
1097,2025-11-23,Smartwatch,4,400,Cairo,Accessories,1600,Nov,11
1098,2025-01-09,Laptop,1,250,Tanta,Electronics,250,Jan,1
1099,2025-12-10,Tablet,4,250,Alexandria,Electronics,1000,Dec,12
1100,2025-05-09,Smartphone,2,1200,Alexandria,Electronics,2400,May,5
1101,2025-05-16,Laptop,2,800,Alexandria,Electronics,1600,May,5
1102,2025-03-04,Smartphone,1,1200,Alexandria,Electronics,1200,Mar,3
1103,2025-05-19,Laptop,3,150,Tanta,Electronics,450,May,5
1104,2025-03-22,Smartphone,1,150,Mansoura,Electronics,150,Mar,3
1105,2025-06-12,Smartphone,4,400,Tanta,Electronics,1600,Jun,6
1106,2025-10-16,Smartphone,3,400,Cairo,Electronics,1200,Oct,10
1107,2025-09-18,Smartwatch,2,150,Alexandria,Accessories,300,Sep,9
1108,2025-08-19,Smartwatch,3,150,Alexandria,Accessories,450,Aug,8
1109,2025-02-10,Smartwatch,2,150,Cairo,Accessories,300,Feb,2
1110,2025-01-28,Tablet,3,1200,Tanta,Electronics,3600,Jan,1
1111,2025-05-15,Laptop,3,150,Mansoura,Electronics,450,May,5
1112,2025-07-20,Smartphone,3,250,Mansoura,Electronics,750,Jul,7
1113,2025-11-24,Headphones,4,800,Cairo,Accessories,3200,Nov,11
1114,2025-09-25,Smartphone,4,150,Mansoura,Electronics,600,Sep,9
1115,2025-02-02,Tablet,1,800,Tanta,Electronics,800,Feb,2
1116,2025-02-17,Smartphone,1,1200,Tanta,Electronics,1200,Feb,2
1117,2025-03-03,Tablet,2,800,Cairo,Electronics,1600,Mar,3
1118,2025-08-04,Smartphone,4,1200,Tanta,Electronics,4800,Aug,8
1119,2025-10-20,Headphones,2,250,Alexandria,Accessories,500,Oct,10
1120,2025-04-09,Laptop,1,1200,Cairo,Electronics,1200,Apr,4
1121,2025-06-21,Tablet,2,1200,Tanta,Electronics,2400,Jun,6
1122,2025-12-26,Smartphone,1,400,Cairo,Electronics,400,Dec,12
1123,2025-08-02,Smartwatch,4,150,Mansoura,Accessories,600,Aug,8
1124,2025-02-04,Tablet,3,150,Tanta,Electronics,450,Feb,2
1125,2025-08-15,Laptop,4,250,Alexandria,Electronics,1000,Aug,8
1126,2025-04-11,Smartwatch,2,250,Tanta,Accessories,500,Apr,4
1127,2025-05-11,Smartwatch,2,150,Cairo,Accessories,300,May,5
1128,2025-09-14,Laptop,4,400,Cairo,Electronics,1600,Sep,9
1129,2025-01-05,Smartwatch,4,150,Tanta,Accessories,600,Jan,1
1130,2025-08-06,Smartwatch,1,400,Alexandria,Accessories,400,Aug,8
1131,2025-09-12,Tablet,2,250,Alexandria,Electronics,500,Sep,9
1132,2025-12-25,Smartphone,2,800,Alexandria,Electronics,1600,Dec,12
1133,2025-10-10,Smartphone,4,250,Cairo,Electronics,1000,Oct,10
1134,2025-07-26,Tablet,3,250,Tanta,Electronics,750,Jul,7
1135,2025-01-15,Headphones,2,1200,Mansoura,Accessories,2400,Jan,1
1136,2025-12-12,Laptop,3,1200,Cairo,Electronics,3600,Dec,12
1137,2025-02-11,Smartwatch,4,1200,Alexandria,Accessories,4800,Feb,2
1138,2025-06-28,Smartphone,4,1200,Tanta,Electronics,4800,Jun,6
1139,2025-03-04,Smartphone,1,400,Alexandria,Electronics,400,Mar,3
1140,2025-12-18,Laptop,2,150,Mansoura,Electronics,300,Dec,12
1141,2025-08-19,Laptop,3,800,Alexandria,Electronics,2400,Aug,8
1142,2025-08-29,Smartwatch,1,250,Alexandria,Accessories,250,Aug,8
1143,2025-02-21,Smartphone,2,400,Mansoura,Electronics,800,Feb,2
1144,2025-04-06,Tablet,1,800,Tanta,Electronics,800,Apr,4
1145,2025-08-10,Tablet,4,400,Cairo,Electronics,1600,Aug,8
1146,2025-08-19,Smartwatch,2,400,Tanta,Accessories,800,Aug,8
1147,2025-08-25,Laptop,1,250,Mansoura,Electronics,250,Aug,8
1148,2025-05-23,Laptop,1,150,Alexandria,Electronics,150,May,5
1149,2025-06-20,Headphones,3,1200,Tanta,Accessories,3600,Jun,6
1150,2025-01-29,Smartwatch,1,150,Cairo,Accessories,150,Jan,1
1151,2025-02-05,Smartphone,2,250,Mansoura,Electronics,500,Feb,2
1152,2025-01-13,Tablet,2,250,Tanta,Electronics,500,Jan,1
1153,2025-06-09,Headphones,3,250,Cairo,Accessories,750,Jun,6
1154,2025-11-23,Tablet,2,800,Mansoura,Electronics,1600,Nov,11
1155,2025-07-06,Smartwatch,4,150,Cairo,Accessories,600,Jul,7
1156,2025-08-31,Smartwatch,2,150,Mansoura,Accessories,300,Aug,8
1157,2025-03-27,Laptop,2,400,Alexandria,Electronics,800,Mar,3
1158,2025-10-11,Tablet,1,400,Tanta,Electronics,400,Oct,10
1159,2025-03-07,Headphones,1,400,Cairo,Accessories,400,Mar,3
1160,2025-06-19,Smartphone,2,250,Mansoura,Electronics,500,Jun,6
1161,2025-02-14,Smartphone,3,150,Cairo,Electronics,450,Feb,2
1162,2025-03-03,Laptop,1,250,Cairo,Electronics,250,Mar,3
1163,2025-05-14,Headphones,3,800,Tanta,Accessories,2400,May,5
1164,2025-10-11,Tablet,2,400,Alexandria,Electronics,800,Oct,10
1165,2025-01-28,Smartphone,2,250,Cairo,Electronics,500,Jan,1
1166,2025-04-18,Smartwatch,4,250,Mansoura,Accessories,1000,Apr,4
1167,2025-02-13,Laptop,1,800,Mansoura,Electronics,800,Feb,2
1168,2025-12-06,Tablet,2,1200,Alexandria,Electronics,2400,Dec,12
1169,2025-10-13,Headphones,4,150,Mansoura,Accessories,600,Oct,10
1170,2025-11-27,Headphones,1,1200,Alexandria,Accessories,1200,Nov,11
1171,2025-05-08,Laptop,2,400,Mansoura,Electronics,800,May,5
1172,2025-12-14,Laptop,2,250,Tanta,Electronics,500,Dec,12
1173,2025-08-19,Smartphone,1,800,Cairo,Electronics,800,Aug,8
1174,2025-07-09,Smartphone,1,800,Tanta,Electronics,800,Jul,7
1175,2025-08-13,Headphones,1,150,Cairo,Accessories,150,Aug,8
1176,2025-10-10,Headphones,2,1200,Cairo,Accessories,2400,Oct,10
1177,2025-05-01,Tablet,2,150,Cairo,Electronics,300,May,5
1178,2025-04-26,Tablet,4,250,Tanta,Electronics,1000,Apr,4
1179,2025-08-21,Smartwatch,3,150,Cairo,Accessories,450,Aug,8
1180,2025-09-16,Headphones,1,800,Tanta,Accessories,800,Sep,9
1181,2025-12-25,Tablet,2,800,Alexandria,Electronics,1600,Dec,12
1182,2025-07-17,Headphones,2,400,Mansoura,Accessories,800,Jul,7
1183,2025-05-17,Smartphone,1,400,Mansoura,Electronics,400,May,5
1184,2025-11-14,Laptop,3,250,Cairo,Electronics,750,Nov,11
1185,2025-06-14,Smartphone,1,1200,Tanta,Electronics,1200,Jun,6
1186,2025-08-13,Tablet,3,150,Mansoura,Electronics,450,Aug,8
1187,2025-11-03,Smartwatch,2,250,Tanta,Accessories,500,Nov,11
1188,2025-08-22,Smartphone,3,400,Tanta,Electronics,1200,Aug,8
1189,2025-06-21,Smartwatch,4,150,Cairo,Accessories,600,Jun,6
1190,2025-06-01,Smartwatch,2,400,Mansoura,Accessories,800,Jun,6
1191,2025-11-11,Laptop,4,150,Cairo,Electronics,600,Nov,11
1192,2025-06-09,Smartphone,1,1200,Cairo,Electronics,1200,Jun,6
1193,2025-04-06,Smartwatch,1,250,Mansoura,Accessories,250,Apr,4
1194,2025-08-21,Laptop,1,150,Mansoura,Electronics,150,Aug,8
1195,2025-06-29,Headphones,3,800,Alexandria,Accessories,2400,Jun,6
1196,2025-04-23,Laptop,2,800,Alexandria,Electronics,1600,Apr,4
1197,2025-11-14,Headphones,1,150,Tanta,Accessories,150,Nov,11
1198,2025-02-21,Smartwatch,1,150,Mansoura,Accessories,150,Feb,2
1199,2025-09-25,Smartwatch,2,150,Alexandria,Accessories,300,Sep,9
1200,2025-10-22,Headphones,1,800,Tanta,Accessories,800,Oct,10
1201,2025-04-23,Laptop,4,800,Tanta,Electronics,3200,Apr,4
1202,2025-04-11,Smartphone,2,150,Tanta,Electronics,300,Apr,4
1203,2025-04-23,Smartphone,2,400,Alexandria,Electronics,800,Apr,4
1204,2025-03-22,Headphones,2,400,Mansoura,Accessories,800,Mar,3
1205,2025-07-06,Smartwatch,4,1200,Cairo,Accessories,4800,Jul,7
1206,2025-04-23,Smartwatch,2,250,Tanta,Accessories,500,Apr,4
1207,2025-01-02,Smartphone,4,400,Alexandria,Electronics,1600,Jan,1
1208,2025-05-10,Smartphone,2,800,Alexandria,Electronics,1600,May,5
1209,2025-08-08,Smartphone,3,400,Cairo,Electronics,1200,Aug,8
1210,2025-02-23,Laptop,1,1200,Cairo,Electronics,1200,Feb,2
1211,2025-12-09,Smartwatch,3,1200,Alexandria,Accessories,3600,Dec,12
1212,2025-08-12,Laptop,1,250,Mansoura,Electronics,250,Aug,8
1213,2025-08-13,Laptop,4,400,Cairo,Electronics,1600,Aug,8
1214,2025-05-06,Tablet,3,800,Alexandria,Electronics,2400,May,5
1215,2025-05-10,Laptop,2,800,Cairo,Electronics,1600,May,5
1216,2025-02-22,Laptop,1,150,Mansoura,Electronics,150,Feb,2
1217,2025-06-21,Headphones,1,800,Tanta,Accessories,800,Jun,6
1218,2025-08-06,Laptop,3,250,Cairo,Electronics,750,Aug,8
1219,2025-06-09,Smartwatch,4,250,Mansoura,Accessories,1000,Jun,6
1220,2025-07-17,Headphones,3,800,Alexandria,Accessories,2400,Jul,7
1221,2025-09-04,Tablet,4,800,Cairo,Electronics,3200,Sep,9
1222,2025-11-20,Smartphone,4,150,Cairo,Electronics,600,Nov,11
1223,2025-07-22,Tablet,1,800,Alexandria,Electronics,800,Jul,7
1224,2025-07-03,Laptop,3,150,Tanta,Electronics,450,Jul,7
1225,2025-05-03,Smartphone,3,150,Alexandria,Electronics,450,May,5
1226,2025-09-12,Laptop,4,800,Cairo,Electronics,3200,Sep,9
1227,2025-10-21,Tablet,3,1200,Alexandria,Electronics,3600,Oct,10
1228,2025-10-07,Laptop,2,1200,Mansoura,Electronics,2400,Oct,10
1229,2025-11-21,Laptop,2,150,Alexandria,Electronics,300,Nov,11
1230,2025-04-08,Smartwatch,3,800,Cairo,Accessories,2400,Apr,4
1231,2025-07-17,Smartphone,3,1200,Alexandria,Electronics,3600,Jul,7
1232,2025-08-28,Smartphone,4,800,Tanta,Electronics,3200,Aug,8
1233,2025-05-24,Smartphone,2,800,Alexandria,Electronics,1600,May,5
1234,2025-04-07,Smartphone,2,800,Tanta,Electronics,1600,Apr,4
1235,2025-07-20,Smartphone,1,400,Mansoura,Electronics,400,Jul,7
1236,2025-05-04,Smartphone,4,800,Tanta,Electronics,3200,May,5
1237,2025-07-06,Smartwatch,1,400,Alexandria,Accessories,400,Jul,7
1238,2025-11-22,Smartphone,2,150,Cairo,Electronics,300,Nov,11
1239,2025-12-15,Laptop,4,1200,Tanta,Electronics,4800,Dec,12
1240,2025-09-16,Headphones,3,1200,Mansoura,Accessories,3600,Sep,9
1241,2025-05-28,Laptop,4,1200,Tanta,Electronics,4800,May,5
1242,2025-09-09,Smartwatch,3,1200,Tanta,Accessories,3600,Sep,9
1243,2025-12-12,Smartphone,3,1200,Tanta,Electronics,3600,Dec,12
1244,2025-05-27,Smartphone,4,1200,Mansoura,Electronics,4800,May,5
1245,2025-05-28,Smartphone,3,1200,Alexandria,Electronics,3600,May,5
1246,2025-12-18,Smartphone,1,150,Tanta,Electronics,150,Dec,12
1247,2025-07-18,Smartphone,2,800,Tanta,Electronics,1600,Jul,7
1248,2025-11-04,Smartphone,3,250,Cairo,Electronics,750,Nov,11
1249,2025-05-08,Smartphone,1,400,Mansoura,Electronics,400,May,5
1250,2025-02-08,Smartphone,3,250,Tanta,Electronics,750,Feb,2
1251,2025-12-04,Laptop,2,250,Mansoura,Electronics,500,Dec,12
1252,2025-12-26,Smartphone,1,800,Tanta,Electronics,800,Dec,12
1253,2025-05-09,Laptop,2,800,Alexandria,Electronics,1600,May,5
1254,2025-09-24,Laptop,2,800,Alexandria,Electronics,1600,Sep,9
1255,2025-05-31,Smartwatch,1,1200,Tanta,Accessories,1200,May,5
1256,2025-10-25,Smartphone,1,150,Alexandria,Electronics,150,Oct,10
1257,2025-04-09,Headphones,1,1200,Tanta,Accessories,1200,Apr,4
1258,2025-09-20,Smartwatch,4,150,Alexandria,Accessories,600,Sep,9
1259,2025-09-09,Smartphone,1,150,Cairo,Electronics,150,Sep,9
1260,2025-05-24,Headphones,1,250,Cairo,Accessories,250,May,5
1261,2025-12-12,Tablet,1,250,Cairo,Electronics,250,Dec,12
1262,2025-04-22,Smartphone,1,150,Mansoura,Electronics,150,Apr,4
1263,2025-03-01,Smartphone,3,150,Mansoura,Electronics,450,Mar,3
1264,2025-01-02,Headphones,4,1200,Cairo,Accessories,4800,Jan,1
1265,2025-10-31,Smartwatch,2,1200,Mansoura,Accessories,2400,Oct,10
1266,2025-09-11,Smartphone,1,250,Alexandria,Electronics,250,Sep,9
1267,2025-05-20,Smartphone,3,800,Tanta,Electronics,2400,May,5
1268,2025-02-06,Laptop,3,150,Tanta,Electronics,450,Feb,2
1269,2025-06-09,Laptop,3,1200,Tanta,Electronics,3600,Jun,6
1270,2025-01-09,Smartwatch,2,250,Cairo,Accessories,500,Jan,1
1271,2025-08-21,Laptop,1,1200,Mansoura,Electronics,1200,Aug,8
1272,2025-04-09,Laptop,4,150,Alexandria,Electronics,600,Apr,4
1273,2025-05-27,Smartwatch,4,150,Alexandria,Accessories,600,May,5
1274,2025-10-31,Smartphone,3,400,Cairo,Electronics,1200,Oct,10
1275,2025-07-27,Smartphone,2,800,Alexandria,Electronics,1600,Jul,7
1276,2025-05-11,Smartwatch,2,400,Alexandria,Accessories,800,May,5
1277,2025-06-01,Headphones,2,250,Alexandria,Accessories,500,Jun,6
1278,2025-02-23,Laptop,4,1200,Alexandria,Electronics,4800,Feb,2
1279,2025-04-30,Laptop,3,250,Mansoura,Electronics,750,Apr,4
1280,2025-06-10,Smartphone,1,150,Alexandria,Electronics,150,Jun,6
1281,2025-04-26,Laptop,4,400,Tanta,Electronics,1600,Apr,4
1282,2025-03-16,Laptop,3,400,Cairo,Electronics,1200,Mar,3
1283,2025-04-23,Smartphone,3,400,Mansoura,Electronics,1200,Apr,4
1284,2025-04-14,Smartphone,1,250,Alexandria,Electronics,250,Apr,4
1285,2025-12-06,Laptop,1,150,Mansoura,Electronics,150,Dec,12
1286,2025-09-11,Smartphone,1,1200,Alexandria,Electronics,1200,Sep,9
1287,2025-08-15,Laptop,2,1200,Tanta,Electronics,2400,Aug,8
1288,2025-04-22,Smartphone,1,250,Cairo,Electronics,250,Apr,4
1289,2025-04-09,Laptop,3,400,Alexandria,Electronics,1200,Apr,4
1290,2025-06-02,Smartphone,1,800,Alexandria,Electronics,800,Jun,6
1291,2025-12-15,Headphones,3,250,Alexandria,Accessories,750,Dec,12
1292,2025-12-04,Smartwatch,4,250,Alexandria,Accessories,1000,Dec,12
1293,2025-07-13,Smartwatch,2,150,Cairo,Accessories,300,Jul,7
1294,2025-11-06,Headphones,4,1200,Cairo,Accessories,4800,Nov,11
1295,2025-06-12,Laptop,4,250,Tanta,Electronics,1000,Jun,6
1296,2025-07-27,Smartphone,3,250,Cairo,Electronics,750,Jul,7
1297,2025-06-18,Laptop,4,400,Alexandria,Electronics,1600,Jun,6
1298,2025-06-10,Smartwatch,3,400,Tanta,Accessories,1200,Jun,6
1299,2025-03-09,Smartwatch,1,800,Tanta,Accessories,800,Mar,3
1300,2025-10-16,Laptop,1,150,Tanta,Electronics,150,Oct,10
1301,2025-10-04,Smartphone,3,800,Alexandria,Electronics,2400,Oct,10
1302,2025-10-31,Smartphone,1,400,Mansoura,Electronics,400,Oct,10
1303,2025-05-15,Laptop,2,1200,Alexandria,Electronics,2400,May,5
1304,2025-07-14,Smartwatch,4,400,Cairo,Accessories,1600,Jul,7
1305,2025-05-08,Smartwatch,2,150,Cairo,Accessories,300,May,5
1306,2025-02-02,Laptop,4,400,Alexandria,Electronics,1600,Feb,2
1307,2025-06-25,Tablet,1,150,Alexandria,Electronics,150,Jun,6
1308,2025-01-22,Smartwatch,2,150,Tanta,Accessories,300,Jan,1
1309,2025-08-26,Smartphone,1,150,Alexandria,Electronics,150,Aug,8
1310,2025-06-07,Smartphone,4,150,Tanta,Electronics,600,Jun,6
1311,2025-02-07,Smartphone,3,150,Cairo,Electronics,450,Feb,2
1312,2025-08-18,Smartphone,3,1200,Tanta,Electronics,3600,Aug,8
1313,2025-12-31,Smartphone,2,800,Alexandria,Electronics,1600,Dec,12
1314,2025-02-20,Smartphone,1,250,Cairo,Electronics,250,Feb,2
1315,2025-09-21,Smartphone,1,800,Mansoura,Electronics,800,Sep,9
1316,2025-10-10,Smartphone,2,150,Tanta,Electronics,300,Oct,10
1317,2025-01-27,Headphones,3,1200,Cairo,Accessories,3600,Jan,1
1318,2025-08-14,Smartphone,4,400,Tanta,Electronics,1600,Aug,8
1319,2025-10-04,Laptop,2,1200,Cairo,Electronics,2400,Oct,10
1320,2025-10-13,Laptop,4,150,Cairo,Electronics,600,Oct,10
1321,2025-04-07,Tablet,3,1200,Tanta,Electronics,3600,Apr,4
1322,2025-10-11,Smartphone,1,1200,Mansoura,Electronics,1200,Oct,10
1323,2025-11-13,Laptop,3,150,Cairo,Electronics,450,Nov,11
1324,2025-10-31,Tablet,2,1200,Cairo,Electronics,2400,Oct,10
1325,2025-05-27,Headphones,1,250,Cairo,Accessories,250,May,5
1326,2025-01-04,Headphones,2,250,Mansoura,Accessories,500,Jan,1
1327,2025-02-04,Smartphone,2,1200,Mansoura,Electronics,2400,Feb,2
1328,2025-07-11,Smartphone,3,400,Alexandria,Electronics,1200,Jul,7
1329,2025-02-18,Smartwatch,2,150,Tanta,Accessories,300,Feb,2
1330,2025-01-17,Tablet,3,250,Mansoura,Electronics,750,Jan,1
1331,2025-06-21,Smartwatch,1,400,Tanta,Accessories,400,Jun,6
1332,2025-08-08,Smartwatch,3,1200,Alexandria,Accessories,3600,Aug,8
1333,2025-06-07,Smartphone,1,400,Tanta,Electronics,400,Jun,6
1334,2025-02-15,Headphones,3,800,Mansoura,Accessories,2400,Feb,2
1335,2025-01-06,Smartphone,4,250,Tanta,Electronics,1000,Jan,1
1336,2025-04-09,Laptop,4,1200,Mansoura,Electronics,4800,Apr,4
1337,2025-08-21,Laptop,2,150,Tanta,Electronics,300,Aug,8
1338,2025-02-06,Laptop,3,1200,Mansoura,Electronics,3600,Feb,2
1339,2025-10-07,Smartphone,3,150,Mansoura,Electronics,450,Oct,10
1340,2025-12-15,Smartphone,1,1200,Tanta,Electronics,1200,Dec,12
1341,2025-10-29,Smartwatch,2,400,Alexandria,Accessories,800,Oct,10
1342,2025-06-30,Smartphone,3,400,Cairo,Electronics,1200,Jun,6
1343,2025-04-05,Smartwatch,2,400,Alexandria,Accessories,800,Apr,4
1344,2025-04-09,Smartphone,4,800,Tanta,Electronics,3200,Apr,4
1345,2025-07-07,Laptop,3,150,Alexandria,Electronics,450,Jul,7
1346,2025-04-26,Laptop,3,400,Mansoura,Electronics,1200,Apr,4
1347,2025-07-10,Smartphone,2,800,Cairo,Electronics,1600,Jul,7
1348,2025-09-10,Laptop,3,150,Tanta,Electronics,450,Sep,9
1349,2025-06-10,Smartphone,2,1200,Tanta,Electronics,2400,Jun,6
1350,2025-09-13,Smartphone,3,800,Tanta,Electronics,2400,Sep,9
1351,2025-11-19,Tablet,1,250,Cairo,Electronics,250,Nov,11
1352,2025-05-08,Laptop,2,800,Mansoura,Electronics,1600,May,5
1353,2025-01-18,Headphones,3,800,Tanta,Accessories,2400,Jan,1
1354,2025-10-08,Smartphone,4,150,Alexandria,Electronics,600,Oct,10
1355,2025-08-11,Smartwatch,3,1200,Tanta,Accessories,3600,Aug,8
1356,2025-02-23,Headphones,4,250,Tanta,Accessories,1000,Feb,2
1357,2025-02-27,Smartwatch,4,400,Tanta,Accessories,1600,Feb,2
1358,2025-11-19,Laptop,1,400,Tanta,Electronics,400,Nov,11
1359,2025-12-26,Laptop,2,800,Mansoura,Electronics,1600,Dec,12
